,LotArea,OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,TotalSF
603,10400,6,1972,1972,247.0,732.0,1790,1,2,4,8,1,2.0,484.0,148,0,5.217881207716607,1790
604,10000,6,1962,1962,0.0,1116.0,1116,1,1,3,5,0,2.0,440.0,0,0,5.204122696987954,1116
605,12342,5,1960,1978,0.0,978.0,1422,1,0,3,6,1,1.0,286.0,0,0,5.145820818801547,1422
606,9600,6,1955,1972,674.0,1156.0,1520,1,0,3,7,2,1.0,364.0,0,0,5.184694269334348,1520
607,11606,5,1969,1969,650.0,1040.0,2080,1,2,5,9,2,2.0,504.0,335,0,5.1303369854792535,2080
608,9020,6,1964,1964,624.0,1248.0,1350,1,1,3,6,0,2.0,520.0,176,0,5.226602482615032,1350
609,9000,5,1880,1991,0.0,636.0,1750,1,0,3,8,0,1.0,240.0,0,0,5.093425187522967,1750
610,4590,8,2006,2006,24.0,1554.0,1554,2,0,2,6,1,2.0,627.0,156,73,5.321186100302054,1554
611,11900,7,1977,1977,822.0,1386.0,1411,2,0,3,6,1,2.0,544.0,192,0,4.916459212693559,1411
612,9250,5,1954,2005,480.0,1056.0,1056,1,0,3,6,0,1.0,260.0,390,0,5.14426588920621,1056
613,6979,6,1980,1980,1056.0,1056.0,1056,0,0,0,4,0,2.0,576.0,264,56,5.158365508018679,1056
614,10896,6,1914,1995,256.0,1440.0,3395,2,0,8,14,0,0.0,0.0,0,110,5.301032167130962,2880
615,6120,2,1936,1950,0.0,264.0,800,1,0,1,4,1,0.0,0.0,0,0,4.77815848856469,800
616,6000,5,1954,1954,0.0,811.0,1387,2,0,3,7,0,1.0,256.0,0,0,4.9684876183619675,1387
617,8777,5,1910,1950,0.0,796.0,796,1,0,2,4,0,0.0,0.0,328,0,4.929424035031084,796
618,3982,8,2006,2006,1154.0,1520.0,1567,2,0,1,7,1,3.0,648.0,312,0,5.4225274650387005,1567
619,12677,8,2003,2004,1218.0,1518.0,1518,1,1,1,6,1,2.0,588.0,185,140,5.437752147833853,1518
620,7050,7,2001,2001,738.0,1057.0,1929,2,1,3,7,1,2.0,650.0,0,235,5.354110360800149,1929
621,13860,8,1972,1995,1410.0,1952.0,2704,2,1,4,9,3,2.0,538.0,269,111,5.537820353896035,2704
622,10793,5,1969,1969,493.0,780.0,1620,2,1,4,7,0,2.0,462.0,208,0,5.181846445135912,1620
623,9187,9,2009,2009,1121.0,1766.0,1766,2,1,2,7,1,3.0,478.0,195,130,5.569232243298096,1766
624,10530,6,1971,1971,282.0,981.0,981,1,1,3,5,0,2.0,576.0,0,312,5.156097662352978,981
625,7200,5,1950,1950,0.0,0.0,1048,1,0,3,7,0,2.0,420.0,0,27,4.992557935861361,1048
626,10452,6,1953,1953,500.0,1094.0,1094,1,0,3,5,2,2.0,495.0,0,0,5.1903345000611365,1094
627,7700,6,1966,1966,0.0,756.0,1839,1,1,4,7,1,2.0,442.0,0,124,5.1903345000611365,1839
628,1936,4,1970,1970,131.0,630.0,630,1,0,1,3,0,0.0,0.0,0,0,4.926861848498948,630
629,8125,7,2007,2007,0.0,813.0,1665,2,1,3,7,0,2.0,562.0,0,0,5.3137639050247865,1665
630,9084,4,1940,1950,0.0,755.0,1510,1,0,4,7,1,1.0,296.0,120,0,5.033427776713536,1510
631,8750,7,1996,1996,0.0,880.0,1716,2,1,2,7,1,2.0,512.0,0,120,5.281035641034874,1716
632,10320,6,1906,1995,0.0,756.0,1469,1,0,3,7,0,1.0,216.0,57,0,5.1303369854792535,1469
633,10437,8,1995,1995,1696.0,2109.0,2113,2,1,2,7,1,3.0,839.0,236,46,5.54406928518988,2113
634,1680,6,1971,1971,0.0,525.0,1092,1,1,3,6,0,1.0,264.0,0,0,4.944487607286695,1092
635,10007,5,1959,2006,806.0,1053.0,1053,1,1,3,5,0,1.0,312.0,0,0,5.162865978153469,1053
636,7200,7,1931,2000,0.0,776.0,1502,1,1,3,6,1,1.0,270.0,0,0,5.173189183130559,1502
637,17503,6,1948,1950,0.0,912.0,1458,1,0,3,6,1,1.0,330.0,192,0,4.9890090699780725,1458
638,9937,5,1964,1999,637.0,1486.0,1486,1,0,3,7,0,2.0,480.0,0,0,5.222719071705557,1486
639,12384,7,1976,1976,0.0,793.0,1935,2,1,3,7,1,2.0,550.0,0,113,5.296447988715667,1935
640,13560,6,1968,1968,0.0,1392.0,1392,1,0,2,5,2,2.0,576.0,0,0,5.041396633271932,1392
641,10012,4,1972,1972,920.0,1138.0,1181,2,0,3,6,0,2.0,588.0,0,0,5.138305856660119,1181
642,11194,8,2000,2000,0.0,1406.0,1936,2,1,3,7,1,2.0,504.0,188,124,5.362672813862499,1936
643,18450,6,1965,1979,187.0,1021.0,2380,2,1,3,7,1,2.0,596.0,0,265,5.1105930769100905,2380
644,8125,6,1994,1998,1138.0,1408.0,1679,2,0,3,7,1,2.0,575.0,224,42,5.286683213765058,1679
645,14175,5,1956,1987,988.0,1188.0,1437,1,1,3,6,1,2.0,576.0,304,0,5.225311866804371,1437
646,11600,4,1922,1950,0.0,700.0,1180,1,0,2,5,1,1.0,252.0,0,0,5.138305856660119,1180
647,8633,6,2005,2005,193.0,738.0,1476,2,1,3,7,0,2.0,540.0,100,35,5.239301982257903,1476
648,6629,6,1925,1950,551.0,672.0,1369,2,0,3,6,0,1.0,300.0,147,0,5.015363947420661,1369
649,11250,6,1977,1977,767.0,1208.0,1208,1,1,3,6,1,2.0,546.0,198,42,5.217486576293699,1208
650,14442,6,1957,2004,1186.0,1477.0,1839,2,0,3,7,2,2.0,416.0,0,87,5.410778919954447,1839
651,9200,6,1965,1965,892.0,1136.0,1136,1,0,3,5,1,1.0,384.0,426,0,5.146131137770602,1136
652,2289,6,1978,1978,311.0,855.0,1441,2,1,3,7,1,2.0,440.0,28,0,5.17172937818535,1441
653,9600,4,1900,1950,0.0,1095.0,1774,2,0,4,8,0,3.0,779.0,0,0,4.939524244480526,1774
654,9022,5,1924,2006,0.0,768.0,792,1,0,2,5,0,1.0,240.0,316,0,5.039418085317679,792
655,11844,8,2008,2008,0.0,2046.0,2046,2,1,3,7,1,3.0,834.0,322,82,5.571127442973974,2046
656,9945,5,1961,1961,827.0,988.0,988,1,0,3,5,0,2.0,572.0,0,0,5.108906507377758,988
657,8012,6,1980,1980,543.0,923.0,923,2,0,2,5,1,1.0,264.0,80,0,5.155339074478792,923
658,4500,5,1932,2000,182.0,793.0,1520,1,0,3,6,0,1.0,281.0,0,0,5.202583666108521,1520
659,2887,6,1996,1997,1003.0,1291.0,1291,1,0,2,6,1,2.0,431.0,307,0,5.238048613494268,1291
660,11248,9,2002,2002,1059.0,1626.0,1668,2,0,3,7,1,3.0,702.0,257,45,5.4548463838461245,1668
661,16770,7,1998,1998,0.0,1195.0,1839,2,1,4,7,0,2.0,486.0,0,81,5.344394238814067,1839
662,5062,7,1984,1984,828.0,1190.0,2090,2,0,3,6,1,2.0,577.0,219,0,5.317020194028523,2090
663,10207,7,2007,2007,0.0,874.0,1761,3,0,3,7,0,2.0,578.0,144,105,5.357698587504082,1761
664,5105,7,2004,2004,239.0,551.0,1102,2,1,2,4,0,2.0,480.0,0,60,5.172605849845764,1102
665,8089,8,2007,2007,945.0,1419.0,1419,2,0,2,7,1,2.0,567.0,140,0,5.59328717491313,1419
666,7577,6,2005,2006,20.0,1362.0,1362,2,0,2,6,1,2.0,460.0,192,28,5.289368182097158,1362
667,4426,6,2004,2004,697.0,848.0,848,1,0,1,3,1,2.0,420.0,149,0,5.149222192747166,848
668,5400,5,1921,1968,0.0,1073.0,1073,1,0,2,4,0,1.0,326.0,0,0,5.035353679956618,1073
669,6120,5,1936,1950,0.0,927.0,1539,1,1,3,5,0,2.0,576.0,112,0,5.1507595090684175,1539
670,13811,6,1987,1987,980.0,1112.0,1137,2,0,2,5,1,2.0,551.0,125,0,5.245515135389423,1137
671,6000,5,1921,1950,616.0,616.0,616,1,0,2,4,0,1.0,205.0,0,0,4.949394886330778,616
672,6420,5,1952,1952,210.0,980.0,1148,1,0,2,6,0,1.0,308.0,0,0,5.091670474135957,1148
673,8450,5,1965,2009,553.0,894.0,894,1,0,3,5,1,1.0,336.0,416,144,5.141452909089377,894
674,4282,7,2004,2004,16.0,1391.0,1391,2,0,2,5,0,2.0,530.0,156,158,5.2922582871389965,1391
675,14331,8,2002,2002,1274.0,1800.0,1800,2,0,3,7,1,3.0,765.0,270,78,5.494851411420212,1800
676,9600,7,1969,1969,0.0,1164.0,1164,1,1,3,6,0,2.0,528.0,0,0,5.146131137770602,1164
677,12438,8,2006,2006,0.0,1234.0,2576,2,1,4,10,1,3.0,666.0,324,100,5.5586125832453614,2576
678,7630,5,1900,1996,0.0,360.0,1812,2,0,4,8,1,2.0,672.0,344,0,5.146131137770602,1812
679,8400,7,2004,2005,712.0,1473.0,1484,2,0,3,7,0,2.0,606.0,0,35,5.328381642375181,1484
680,5600,4,1930,1950,0.0,0.0,1092,2,0,3,7,0,0.0,0.0,0,0,4.740370585685768,1092
681,6240,8,2006,2006,863.0,1324.0,1324,2,0,2,6,1,2.0,550.0,192,38,5.4048354264373675,1324
682,9018,7,2007,2007,0.0,728.0,1456,2,1,3,8,1,2.0,400.0,100,24,5.254163639769518,1456
683,7162,5,1966,1966,0.0,876.0,904,1,0,3,6,0,1.0,408.0,0,0,5.041001644129642,904
684,4130,3,1935,2003,0.0,270.0,729,1,0,2,5,0,0.0,0.0,0,0,4.716011695371454,729
685,8712,4,1900,1950,0.0,859.0,1178,1,0,2,7,0,1.0,384.0,68,0,5.011895936734436,1178
686,4671,8,1988,1989,767.0,1228.0,1228,2,0,2,5,1,2.0,472.0,168,120,5.276464102021567,1228
687,9873,4,1970,1970,789.0,960.0,960,1,0,3,6,0,2.0,576.0,0,288,5.1105930769100905,960
688,13517,6,1976,2005,533.0,725.0,1479,2,1,3,6,0,2.0,475.0,0,44,5.1156138395886135,1479
689,10140,6,1974,1974,0.0,1064.0,1350,2,0,3,7,1,2.0,478.0,0,0,5.217486576293699,1350
690,10800,7,1890,1998,0.0,718.0,2554,1,1,3,8,0,2.0,704.0,0,48,5.2027634102340805,2554
691,10000,5,1973,2000,1084.0,1176.0,1178,1,1,3,5,1,2.0,439.0,224,0,5.195902418607315,1178
692,10542,7,1993,1994,1173.0,1311.0,2418,2,1,3,9,1,3.0,983.0,250,154,5.5327556525814865,2418
693,9920,5,1969,1969,523.0,971.0,971,1,1,3,5,1,1.0,300.0,0,0,5.108906507377758,971
694,6563,8,1985,1985,1148.0,1742.0,1742,2,0,2,5,1,2.0,564.0,114,28,5.4393342730800525,1742
695,4426,6,2004,2004,662.0,848.0,848,1,0,1,3,0,2.0,420.0,160,0,5.155339074478792,848
696,8120,4,1970,1970,191.0,864.0,864,1,0,3,5,0,2.0,463.0,0,0,5.095172839726837,864
697,8172,4,1954,1972,0.0,941.0,1470,2,0,4,7,0,1.0,548.0,0,0,5.1303369854792535,1470
698,13286,9,2007,2008,1234.0,1698.0,1698,2,0,3,8,1,3.0,768.0,327,64,5.5051513354880415,1698
699,6960,4,1970,1970,375.0,864.0,864,1,0,3,5,0,2.0,660.0,96,0,5.080990650999516,864
700,7314,7,2007,2007,724.0,1232.0,1232,2,0,2,6,0,2.0,632.0,132,0,5.2889218385325005,1232
701,11475,5,1958,1958,0.0,1584.0,1776,2,0,4,9,0,3.0,888.0,0,25,5.041396633271932,1776
702,6240,4,1925,1950,152.0,780.0,1208,1,0,2,5,0,2.0,539.0,0,23,5.0128414411359845,848
703,5389,8,1995,1996,1180.0,1595.0,1616,2,0,2,5,1,2.0,608.0,237,152,5.373832981410252,1616
704,9590,7,2003,2003,786.0,868.0,1146,2,0,3,6,1,2.0,438.0,160,22,5.273003588294798,1146
705,11404,7,1998,1999,252.0,1153.0,2031,2,1,3,8,1,2.0,541.0,192,84,5.347331967197876,2031
706,10000,5,1961,1983,594.0,864.0,1144,1,0,3,6,1,1.0,264.0,165,0,5.1185986703442286,1144
707,8978,5,1968,1968,0.0,948.0,948,1,0,3,6,0,1.0,300.0,147,0,5.033427776713536,948
708,10800,7,1914,1970,390.0,880.0,1768,1,1,2,6,2,2.0,320.0,0,341,5.21219026877911,1768
709,8544,3,1950,1950,0.0,0.0,1040,2,0,2,6,0,2.0,400.0,0,0,4.970816255708448,1040
710,10463,8,2005,2005,0.0,893.0,1801,2,1,3,8,1,3.0,800.0,0,116,5.3800320582786965,1801
711,10800,5,1987,1988,1200.0,1200.0,1200,3,0,3,5,0,0.0,0.0,120,0,5.252855457199272,1200
712,9313,7,2004,2004,0.0,864.0,1728,2,1,3,7,0,2.0,572.0,187,56,5.278755886707245,1728
713,9600,5,1910,2002,0.0,264.0,1432,2,0,2,7,0,2.0,360.0,270,0,5.1205772213030984,1432
714,6768,6,1961,1996,832.0,912.0,912,1,0,3,5,0,1.0,288.0,168,0,5.152291402784132,912
715,8450,7,2000,2001,0.0,1349.0,1349,2,0,3,6,0,2.0,539.0,120,55,5.252855457199272,1349
716,12886,5,1963,1999,444.0,520.0,1464,2,0,3,6,1,2.0,480.0,302,0,5.243040530361958,1464
717,5395,8,1993,1993,733.0,1337.0,1337,2,0,2,5,1,2.0,462.0,96,0,5.2552749178437255,1337
718,8963,8,1976,1996,575.0,1142.0,2715,3,1,4,11,2,2.0,831.0,0,204,5.47683307712386,2715
719,8795,7,2000,2000,300.0,952.0,2256,2,1,4,8,1,2.0,554.0,224,54,5.372913843197063,2256
720,11700,7,1880,2003,0.0,1240.0,2640,1,1,4,8,1,4.0,864.0,181,0,5.424848981682978,2640
721,10593,7,1996,1996,919.0,1720.0,1720,2,0,3,7,1,2.0,527.0,240,56,5.415642647690501,1720
722,8405,4,1945,1950,0.0,0.0,1529,2,0,4,9,0,1.0,240.0,92,0,4.991230507246231,1529
723,8800,4,1910,2004,0.0,576.0,1140,1,0,3,7,0,0.0,0.0,0,160,4.984531813781427,1140
724,7750,7,2003,2003,0.0,660.0,1320,2,1,3,6,0,2.0,400.0,0,48,5.209517695364492,1320
725,9236,6,1997,1997,1200.0,1479.0,1494,2,0,3,6,0,2.0,576.0,168,27,5.336461735200977,1494
726,10240,8,2005,2005,0.0,1030.0,2098,2,1,3,8,1,3.0,878.0,192,52,5.440123179571447,2098
727,7930,6,1969,2005,439.0,1026.0,1026,1,0,3,5,0,2.0,440.0,171,48,5.193127382284525,1026
728,3230,6,1999,1999,381.0,729.0,1471,2,1,3,6,0,2.0,440.0,0,24,5.236791617051166,1471
729,10769,8,2007,2007,20.0,866.0,1768,2,1,3,7,0,2.0,578.0,144,105,5.326337909482797,1768
730,11616,6,1978,1978,438.0,672.0,1386,2,1,3,6,1,2.0,440.0,335,0,5.201126630329566,1386
731,2280,7,1999,1999,549.0,744.0,1501,2,1,3,6,0,2.0,440.0,0,0,5.253824859517836,1501
732,12257,8,1995,1995,56.0,1318.0,2531,2,1,4,9,1,3.0,752.0,222,98,5.462399495463553,2531
733,9100,6,1959,1959,612.0,864.0,864,1,0,2,5,0,1.0,300.0,0,0,5.105513590987847,864
734,6911,5,1924,1950,405.0,1145.0,1301,1,0,2,5,0,2.0,440.0,0,0,5.000004342923105,1301
735,8640,7,2009,2009,24.0,756.0,1547,2,1,3,7,0,2.0,614.0,169,45,5.332844285086698,1547
736,9430,8,1999,1999,1163.0,1252.0,2365,2,1,3,8,1,3.0,856.0,0,128,5.527631189577088,2365
737,9549,8,1995,1996,437.0,1494.0,1494,1,1,2,6,1,2.0,481.0,0,30,5.431365372654089,1494
738,14587,9,2008,2008,0.0,1498.0,1506,2,0,2,6,1,2.0,592.0,0,174,5.421822664071688,1506
739,10421,7,1988,1988,394.0,980.0,1714,2,1,3,7,1,2.0,496.0,228,66,5.293364764855857,1714
740,12508,6,1940,1985,660.0,983.0,1750,2,0,4,7,0,1.0,423.0,245,0,5.204122696987954,1750
741,9100,7,2004,2005,24.0,1860.0,1836,2,0,3,8,1,2.0,484.0,120,33,5.336135392922477,1836
742,7252,5,1982,1982,685.0,858.0,858,1,0,2,5,0,2.0,576.0,120,0,5.130015169040861,858
743,8877,4,1951,1951,836.0,836.0,1220,1,0,2,6,0,2.0,396.0,0,0,5.0086044295300844,1220
744,7819,6,1976,1976,422.0,1029.0,1117,1,0,3,6,1,2.0,672.0,144,0,5.029387836493177,1117
745,10150,5,1958,1958,456.0,912.0,912,1,0,2,5,0,1.0,275.0,0,0,5.058809279624251,912
746,14226,8,2006,2006,0.0,1935.0,1973,2,0,3,9,1,3.0,895.0,315,45,5.59659819510477,1973
747,4500,6,1998,1998,866.0,1204.0,1204,2,0,2,5,0,2.0,412.0,0,247,5.209517695364492,1204
748,11210,7,2005,2006,20.0,1614.0,1614,2,0,3,7,0,3.0,865.0,144,59,5.345375691252098,1614
749,13350,5,1974,1974,762.0,864.0,894,1,0,3,5,1,2.0,440.0,241,0,5.15381791201441,894
750,8400,5,1977,1977,0.0,0.0,2020,2,0,4,10,2,2.0,630.0,0,0,5.158365508018679,2020
751,10530,6,1977,1977,975.0,975.0,1004,1,0,2,4,0,2.0,504.0,0,0,5.1303369854792535,1004
752,7875,7,1995,1996,0.0,1237.0,1253,2,0,3,6,1,2.0,402.0,220,21,5.245515135389423,1253
753,7153,6,1992,1992,387.0,761.0,1603,2,1,3,7,0,2.0,484.0,0,124,5.245268308435559,1603
754,16285,7,2001,2002,0.0,1413.0,1430,2,0,3,6,0,2.0,605.0,0,33,5.2720761086829135,1430
755,9101,5,1978,1978,1097.0,1097.0,1110,1,0,1,4,1,2.0,602.0,303,30,5.218800622239652,1110
756,6300,6,1914,2001,0.0,742.0,1484,2,0,3,9,1,0.0,0.0,0,291,5.1072133625602545,1484
757,9790,6,1967,1967,251.0,1372.0,1342,2,0,3,7,1,2.0,457.0,0,0,5.208175215788716,1342
758,10800,5,1915,1950,686.0,686.0,1652,2,0,4,7,0,1.0,416.0,0,0,5.14301792466359,1652
759,10142,7,2004,2004,656.0,956.0,2084,2,1,4,8,0,2.0,618.0,0,45,5.367357784946834,2084
760,6000,4,1954,2000,0.0,901.0,901,1,0,2,4,0,1.0,281.0,0,0,5.033025469636288,901
761,12205,6,1966,2007,568.0,832.0,2087,2,1,5,9,0,2.0,444.0,133,168,5.273003588294798,2087
762,3182,7,2005,2006,16.0,1145.0,1145,2,0,2,5,1,2.0,397.0,100,16,5.20466522269158,1145
763,11333,6,1976,1976,539.0,1029.0,1062,1,0,3,5,2,2.0,539.0,120,0,5.1667290139792525,1062
764,9920,7,1996,1997,862.0,1117.0,2013,2,1,3,8,1,2.0,455.0,180,130,5.431027457880248,2013
765,9158,8,2007,2007,0.0,1496.0,1496,2,0,3,7,0,2.0,474.0,168,130,5.3521844483047705,1496
766,10832,7,1994,1996,0.0,712.0,1895,2,1,3,7,1,2.0,409.0,143,46,5.2889218385325005,1895
767,8400,6,1980,1981,0.0,650.0,1564,2,1,3,7,1,2.0,476.0,0,50,5.23299865011854,1564
768,8197,6,1977,1977,0.0,660.0,1285,1,1,3,7,1,2.0,528.0,138,0,5.156854927501849,1285
769,7677,5,1953,1953,570.0,773.0,773,1,0,2,4,0,1.0,240.0,0,0,5.041396633271932,773
770,13518,9,2008,2009,0.0,1926.0,3140,3,1,4,11,2,3.0,820.0,144,78,5.685742634053881,3140
771,7200,5,1937,1950,569.0,731.0,1768,1,1,3,7,2,1.0,240.0,0,0,5.243040530361958,1768
772,12798,6,1997,1997,462.0,616.0,1688,2,1,4,8,0,2.0,603.0,403,114,5.301032167130962,1688
773,4800,4,1916,1990,197.0,1196.0,1196,1,0,2,5,0,2.0,440.0,0,0,5.041001644129642,1196
774,8199,7,2005,2005,648.0,728.0,1456,2,1,3,7,1,2.0,410.0,36,18,5.276464102021567,1456
775,13891,9,2008,2009,0.0,1734.0,2822,3,1,4,12,1,3.0,1020.0,52,170,5.76561938656281,2822
776,9000,5,1954,1954,812.0,936.0,1128,1,0,2,5,0,1.0,286.0,0,0,5.071885687752241,1128
777,12274,7,2008,2008,0.0,1417.0,1428,2,0,3,6,0,2.0,554.0,0,60,5.35732679021354,1428
778,9750,5,1967,1967,400.0,980.0,980,2,0,3,6,0,1.0,384.0,68,0,5.131942500323925,980
779,13400,5,1966,1966,516.0,1024.0,1086,1,0,3,6,1,2.0,484.0,0,0,5.2039869596006465,1086
780,8100,5,1898,1965,0.0,849.0,2138,2,0,2,11,0,2.0,360.0,40,156,5.025309962363198,2138
781,10140,6,1974,1999,663.0,1040.0,1309,1,1,3,5,1,2.0,484.0,265,0,5.257680974279584,1309
782,4438,6,2004,2004,662.0,848.0,848,1,0,1,4,1,2.0,420.0,140,0,5.159870852580312,848
783,8712,5,1952,1952,0.0,540.0,1044,1,0,2,4,0,2.0,504.0,0,0,4.748141492961628,1044
784,9750,6,1958,1958,608.0,1442.0,1442,1,1,4,7,0,1.0,301.0,0,0,5.198384880439622,1442
785,8248,5,1918,1950,0.0,686.0,1250,1,1,3,7,0,1.0,280.0,207,0,5.064461733128728,1250
786,12137,7,1998,1998,0.0,1649.0,1661,2,0,3,6,0,2.0,598.0,0,34,5.351991386487284,1661
787,11425,5,1954,1954,486.0,1008.0,1008,1,0,2,4,1,1.0,275.0,0,0,5.136723737177552,1008
788,13265,8,2002,2002,1218.0,1568.0,1689,2,0,3,7,2,3.0,857.0,150,59,5.4329708934341125,1689
789,8816,6,1971,1971,504.0,1010.0,1052,1,0,3,6,0,2.0,440.0,0,0,5.1903345000611365,1052
790,6371,7,2009,2010,733.0,1358.0,1358,2,0,2,6,1,2.0,484.0,192,35,5.350249957144486,1358
791,7226,7,2003,2003,0.0,798.0,1640,2,1,3,6,0,2.0,595.0,0,45,5.2624534629178354,1640
792,6000,4,1953,1953,0.0,936.0,936,1,0,2,4,0,2.0,576.0,0,32,4.9684876183619675,936
793,12394,7,2003,2003,0.0,847.0,1733,2,1,3,7,1,2.0,433.0,100,48,5.3521844483047705,1733
794,9900,6,1940,1950,0.0,778.0,1489,2,0,3,7,1,1.0,240.0,335,0,5.1445773208205505,1489
795,11216,8,2006,2006,0.0,1489.0,1489,2,0,3,7,1,2.0,776.0,0,140,5.366611577518605,1489
796,14803,10,2007,2008,1636.0,2078.0,2084,2,0,2,7,1,3.0,1220.0,188,45,5.585461857544651,2084
797,6130,5,1924,1950,784.0,784.0,784,1,0,2,5,0,0.0,0.0,0,0,5.039418085317679,784
798,8529,7,2001,2001,20.0,1454.0,1434,2,0,3,6,1,2.0,527.0,290,39,5.276464102021567,1434
799,2544,7,2005,2005,0.0,600.0,1223,2,1,2,4,0,2.0,480.0,0,166,5.168500429879944,1143
800,11900,6,1957,1957,1040.0,1392.0,1392,1,1,3,6,2,2.0,458.0,0,0,5.220110704263994,1392
801,3180,7,2005,2005,0.0,600.0,1200,2,1,2,4,0,2.0,480.0,0,166,5.178979823406043,1120
802,9548,7,2003,2003,483.0,941.0,1829,2,1,3,7,1,2.0,613.0,192,39,5.374750178472406,1829
803,10004,6,1964,1964,196.0,1516.0,1516,1,1,3,6,0,2.0,472.0,0,0,5.222719071705557,1516
804,7875,5,1961,1961,572.0,1144.0,1144,1,0,3,6,0,2.0,456.0,0,0,5.145976006002827,1144
805,9600,4,1950,1995,442.0,1067.0,1067,2,0,2,4,0,2.0,436.0,290,0,5.1072133625602545,1067
806,8100,5,1948,1973,338.0,1559.0,1559,1,0,2,5,0,2.0,812.0,0,116,5.186111209084002,1559
807,1680,6,1973,1973,330.0,483.0,987,1,1,2,5,0,1.0,264.0,0,0,5.000004342923105,987
808,9525,5,1995,2006,0.0,1099.0,1099,1,1,3,6,0,1.0,352.0,278,0,5.158365508018679,1099
809,11767,5,1946,1995,352.0,768.0,1200,1,0,3,6,0,1.0,240.0,0,0,5.1156138395886135,1200
810,12155,6,1925,1950,156.0,672.0,1482,2,0,4,7,0,1.0,400.0,0,0,5.146131137770602,1482
811,10440,5,1904,2002,0.0,650.0,1539,2,0,3,8,1,2.0,686.0,70,78,5.197283315542148,1539
812,9020,6,1966,1966,312.0,1127.0,1165,1,1,3,6,0,2.0,490.0,0,129,5.242792292573247,1165
813,8000,5,1961,1961,0.0,1800.0,1800,2,0,6,10,0,0.0,0.0,0,0,5.149222192747166,1800
814,12665,5,1915,1950,0.0,876.0,1416,1,1,4,7,1,3.0,720.0,418,0,5.1872414417487684,1416
815,16647,5,1975,1981,1390.0,1390.0,1701,2,0,3,6,2,2.0,611.0,0,0,5.23299865011854,1701
816,9317,7,1993,1993,513.0,740.0,1775,2,1,3,7,1,2.0,425.0,234,72,5.328381642375181,1775
817,15523,5,1972,1972,460.0,864.0,864,1,0,3,5,1,1.0,338.0,0,0,5.125484518830596,864
818,9600,6,1976,1994,0.0,528.0,1855,2,1,3,7,1,2.0,512.0,113,100,5.271843928960674,1855
819,4435,6,2003,2003,659.0,848.0,848,1,0,1,3,0,2.0,420.0,140,0,5.1189290554328535,848
820,3196,8,2003,2003,0.0,1273.0,1456,2,0,2,7,1,2.0,400.0,143,20,5.332440479885242,1456
821,7128,7,1941,1950,364.0,918.0,1646,2,0,4,7,2,1.0,240.0,0,0,5.214846496176709,1646
822,12095,6,1964,1964,564.0,1127.0,1445,1,1,3,7,1,2.0,645.0,180,0,5.1986598356449765,1445
823,17920,5,1955,1974,306.0,1763.0,1779,1,1,3,6,1,2.0,454.0,0,418,5.230451476044183,1779
824,6897,5,1962,2010,659.0,1040.0,1040,1,1,3,6,0,1.0,260.0,0,104,5.103807140584084,1040
825,10970,6,1978,1978,505.0,940.0,1026,1,0,3,5,0,2.0,576.0,0,0,5.167320289122358,1026
826,8125,6,1994,1995,0.0,702.0,1481,2,1,3,6,1,2.0,343.0,0,36,5.240551744220726,1481
827,10400,7,1976,1976,0.0,1090.0,1370,2,0,3,6,1,2.0,479.0,0,0,5.181846445135912,1370
828,11029,6,1968,1984,619.0,1054.0,2654,2,1,4,9,1,2.0,619.0,0,65,5.397941745846491,2654
829,7642,7,1918,1998,0.0,912.0,1426,1,1,3,7,1,1.0,216.0,0,240,5.278641584246826,1426
830,11625,5,1965,1965,841.0,1039.0,1039,1,1,3,6,0,2.0,504.0,0,0,5.1189290554328535,1039
831,9672,6,1984,1985,338.0,1040.0,1097,2,0,3,6,0,2.0,480.0,0,0,5.181846445135912,1097
832,7931,5,1959,1959,1148.0,1148.0,1148,1,0,3,6,0,1.0,672.0,0,0,5.122219155954661,1148
833,8640,7,2007,2008,0.0,1372.0,1372,2,0,3,6,0,2.0,529.0,0,140,5.398948138054852,1372
834,8750,5,1970,1970,828.0,1002.0,1002,1,0,3,5,0,2.0,902.0,0,0,5.17172937818535,1002
835,10656,8,2006,2007,0.0,1638.0,1646,2,0,3,6,1,3.0,870.0,192,80,5.396026641460379,1646
836,6970,4,1961,1961,932.0,1040.0,1120,1,1,3,5,0,2.0,544.0,168,0,5.1105930769100905,1120
837,14762,5,1948,1950,0.0,0.0,2320,2,0,2,7,1,2.0,672.0,120,144,5.2278892743959045,2267
838,9938,7,1993,1994,750.0,1050.0,1949,2,1,3,8,1,2.0,574.0,156,90,5.372913843197063,1949
839,6600,5,1962,1962,0.0,894.0,894,1,0,2,5,0,1.0,308.0,0,0,5.039418085317679,894
840,8750,6,1998,1998,505.0,804.0,1682,2,1,3,7,0,2.0,523.0,0,77,5.302116543008066,1682
841,8892,5,1953,1996,0.0,105.0,910,1,0,3,5,0,2.0,414.0,196,0,5.064461733128728,910
842,12144,5,1949,1950,375.0,832.0,1268,1,0,3,6,1,1.0,288.0,0,28,5.123854906326854,1036
843,5720,5,1941,1950,0.0,676.0,1131,1,1,3,5,0,1.0,200.0,26,0,4.82282817599809,1131
